dataset,file,a,b,c,c_fixed,n_points,pflops_min,pflops_max,loss_min,loss_max
scaling_data_baseline,scaling_analysis/scaling_data_baseline.csv,4.763400595343619,-0.057606849321936535,0.4140165230629429,False,13,699.8341411720397,56751.626585578146,2.9518229166666665,3.68798828125
scaling_data_spelling_bee_frontier,scaling_analysis/scaling_data_spelling_bee_frontier.csv,4.773957814335399,-0.05852533871952719,0.4140165230629429,True,12,699.8282897404723,22869.909782774415,3.0670572916666665,3.6702473958333335
