dataset,file,a,b,c,c_fixed,n_points,pflops_min,pflops_max,loss_min,loss_max
scaling_data_baseline,scaling_analysis/scaling_data_baseline.csv,4.370455933568151,-0.06844212789638617,0.885842719378732,False,13,699.8341411720397,56751.626585578146,2.9518229166666665,3.68798828125
scaling_data_v_baseline,scaling_analysis/scaling_data_v_baseline.csv,4.937261782182959,-0.08310451398258288,0.885842719378732,True,8,671.9369150327685,6154.887216582623,3.2978515625,3.77587890625
