dataset,file,a,b,c,c_fixed,n_points,pflops_min,pflops_max,loss_min,loss_max
scaling_data_baseline,scaling_analysis/scaling_data_baseline.csv,3.9303890812903886,-0.12608788568922974,1.979772023910233,False,11,291.42673243766785,22869.976825284528,3.0755208333333335,3.9166666666666665
scaling_data_skinnyq_frontier,scaling_analysis/scaling_data_skinnyq_frontier.csv,3.9203711166543282,-0.12621687573276646,1.979772023910233,True,13,279.53710426069404,32298.8709616445,3.0379231770833335,3.9132486979166665
