dataset,file,a,b,c,c_fixed,n_points,pflops_min,pflops_max,loss_min,loss_max
scaling_data_baseline,scaling_analysis/scaling_data_baseline.csv,3.9303890812903886,-0.12608788568922974,1.979772023910233,False,11,291.42673243766785,22869.976825284528,3.0755208333333335,3.9166666666666665
scaling_data_pre_zinit_baseline,scaling_analysis/scaling_data_pre_zinit_baseline.csv,4.097349457004379,-0.1278265228372433,1.979772023910233,True,13,267.8948661999698,132435.31986619858,2.87451171875,3.9876302083333335
