dataset,file,a,b,c,c_fixed,n_points,pflops_min,pflops_max,loss_min,loss_max
scaling_data_baseline,scaling_analysis/scaling_data_baseline.csv,4.216522961380178,-0.07603787170003712,1.156583470072547,False,9,2645.943340889014,56751.626585578146,2.9903971354166665,3.4724934895833335
scaling_data_skinnyq_frontier,scaling_analysis/scaling_data_skinnyq_frontier.csv,4.228203475227744,-0.07695293599452352,1.156583470072547,True,8,2458.454974569382,51988.53619438741,2.9894205729166665,3.4749348958333335
